Formation,Std Fm. Name,Age (Mya),Lithology,Lithology Code,VL Lith Name 1,Std Lithology,Std Lithology Code,check codes,TOC,d13C-org,d13C-carb,N,Internal Ref,External Ref,Summary?,"Duplicate Search Key (Std Name, Age, Std Lith Code, TOC, d13-org, d13-org)",Countif Dupl.,Duplicate?,Filtered (K-T),Reason,Filtered (us),Reason
Gunflint Iron Fm,Gunflint,1878,shale,,shale,shale,SH,#N/A,0.472566372,-31.37666667,,3,Godfrey et al. (2013) Geology,Krissansen-Totton 2015,FALSE,Gunflint1878SH0.472566371681416-31.3766666666667,0,FALSE,X,NP (bif formation),,
Gunflint Iron Formation ,Gunflint,2090,,CH,chert,chert,CH,TRUE,,-37.2,,,OEHL721246,Strauss 1992 17.3 (Prev),FALSE,Gunflint2090CH-37.2,0,FALSE,,,,
Gunflint Iron Formation ,Gunflint,2090,,CH,chert,chert,CH,TRUE,,-34.1,,,OEHL721246,Strauss 1992 17.3 (Prev),FALSE,Gunflint2090CH-34.1,0,FALSE,,,,
Gunflint Iron Formation ,Gunflint,2090,,CH,chert,chert,CH,TRUE,,-25,,,BARG77.425,Strauss 1992 17.3 (Prev),FALSE,Gunflint2090CH-25,0,FALSE,,,,
Gunflint Iron Formation ,Gunflint,2090,,CH,chert,chert,CH,TRUE,,-29.1,,,BARG77.425,Strauss 1992 17.3 (Prev),FALSE,Gunflint2090CH-29.1,0,FALSE,,,,
Gunflint Iron Formation ,Gunflint,2090,,CH,chert,chert,CH,TRUE,,-29.2,,,HEOR67..89,Strauss 1992 17.3 (Prev),FALSE,Gunflint2090CH-29.2,0,FALSE,,,,
Gunflint Iron Formation ,Gunflint,2090,,CH,chert,chert,CH,TRUE,,-28.2,,,BARG77.425,Strauss 1992 17.3 (Prev),FALSE,Gunflint2090CH-28.2,0,FALSE,,,,
Gunflint Iron Formation ,Gunflint,2090,,CH,chert,chert,CH,TRUE,,-37,,,BARG77.425,Strauss 1992 17.3 (Prev),FALSE,Gunflint2090CH-37,0,FALSE,,,,
Gunflint Iron Formation ,Gunflint,2090,,CH,chert,chert,CH,TRUE,,-39.2,,,BARG77.425,Strauss 1992 17.3 (Prev),FALSE,Gunflint2090CH-39.2,0,FALSE,,,,
Gunflint Iron Formation ,Gunflint,2090,,SH,shale,shale,SH,TRUE,,-34,,,BARG77.425,Strauss 1992 17.3 (Prev),FALSE,Gunflint2090SH-34,0,FALSE,,,,
Gunflint Iron Formation ,Gunflint,2090,,CH,chert,chert,CH,TRUE,,-19.6,,,BARG77.425,Strauss 1992 17.3 (Prev),FALSE,Gunflint2090CH-19.6,0,FALSE,,,,
Gunflint Iron Formation ,Gunflint,2090,,CH,chert,chert,CH,TRUE,,-15.7,,,BARG77.425,Strauss 1992 17.3 (Prev),FALSE,Gunflint2090CH-15.7,0,FALSE,,,,
Gunflint Iron Formation ,Gunflint,2090,,SH,shale,shale,SH,TRUE,,-20.1,,,BARG77.425,Strauss 1992 17.3 (Prev),FALSE,Gunflint2090SH-20.1,0,FALSE,,,,
Gunflint Iron Formation ,Gunflint,2090,,CH,chert,chert,CH,TRUE,,-30.7,,,HOER62.190,Strauss 1992 17.3 (Prev),FALSE,Gunflint2090CH-30.7,0,FALSE,,,,
Gunflint Iron Formation ,Gunflint,2090,,CH,chert,chert,CH,TRUE,,-33.1,,,SMIT70.659,Strauss 1992 17.3 (Prev),FALSE,Gunflint2090CH-33.1,0,FALSE,,,,
Gunflint Iron Formation ,Gunflint,2090,,CH,chert,chert,CH,TRUE,,-15.6,,,JACK78.335,Strauss 1992 17.3 (Prev),FALSE,Gunflint2090CH-15.6,0,FALSE,,,,
Gunflint Iron Formation ,Gunflint,2090,,CARB,carbonate,carbonate,CARB,TRUE,9.4,-34.7,,,HAYE83..93,Strauss 1992 17.3 (Prev),FALSE,Gunflint2090CARB9.4-34.7,0,FALSE,,,,
Gunflint Iron Formation ,Gunflint,2090,,CH,chert,chert,CH,TRUE,0.4,-30.5,,,HAYE83..93,Strauss 1992 17.3 (Prev),FALSE,Gunflint2090CH0.4-30.5,0,FALSE,,,,
Gunflint Iron Formation ,Gunflint,2090,,CH,chert,chert,CH,TRUE,0.6,-32.8,,,HAYE83..93,Strauss 1992 17.3 (Prev),FALSE,Gunflint2090CH0.6-32.8,0,FALSE,,,,
Gunflint Iron Formation ,Gunflint,2090,,CH,chert,chert,CH,TRUE,0.2,-27,,,HAYE83..93,Strauss 1992 17.3 (Prev),FALSE,Gunflint2090CH0.2-27,0,FALSE,,,,
Gunflint Iron Formation ,Gunflint,2090,,CH,chert,chert,CH,TRUE,,,-2.9,,HOER62.190,Strauss 1992 17.3 (Prev),FALSE,Gunflint2090CH-2.9,0,FALSE,,,,
Gunflint Iron Formation ,Gunflint,2090,,CH,chert,chert,CH,TRUE,,-35.6,,2,OEHL721246,Strauss 1992 17.4 (Summary),TRUE,Gunflint2090CH-35.6,0,FALSE,,,,
Gunflint Iron Formation ,Gunflint,2090,,CH,chert,chert,CH,TRUE,1.55,-32.6,,57,PPRG,Strauss 1992 17.4 (Summary),TRUE,Gunflint2090CH1.55-32.6,0,FALSE,,,,
Gunflint Iron Formation ,Gunflint,2090,,SH,shale,shale,SH,TRUE,16.06,-31.9,,1,PPRG,Strauss 1992 17.4 (Summary),TRUE,Gunflint2090SH16.06-31.9,0,FALSE,,,,
Gunflint Iron Formation ,Gunflint,2090,,CH,chert,chert,CH,TRUE,,-29.2,,1,HOER67..89,Strauss 1992 17.4 (Summary),TRUE,Gunflint2090CH-29.2,1,TRUE,,,,
Gunflint Iron Formation ,Gunflint,2090,,CARB,carbonate,carbonate,CARB,TRUE,5.98,-32.7,,10,PPRG,Strauss 1992 17.4 (Summary),TRUE,Gunflint2090CARB5.98-32.7,0,FALSE,,,,
Gunflint Iron Formation ,Gunflint,2090,,CH,chert,chert,CH,TRUE,,-33.1,,1,SMIT70.659,Strauss 1992 17.4 (Summary),TRUE,Gunflint2090CH-33.1,1,TRUE,,,,
Gunflint Iron Formation ,Gunflint,2090,,CH,chert,chert,CH,TRUE,,,-2.9,1,HOER62.190,Strauss 1992 17.4 (Summary),TRUE,Gunflint2090CH-2.9,1,TRUE,,,,
Gunflint Iron Formation ,Gunflint,2090,,CH,chert,chert,CH,TRUE,0.4,-30.1,,3,HAYE83..93,Strauss 1992 17.4 (Summary),TRUE,Gunflint2090CH0.4-30.1,0,FALSE,,,,
Gunflint Iron Formation ,Gunflint,2090,,CARB,carbonate,carbonate,CARB,TRUE,9.4,-34.7,,1,HAYE83..93,Strauss 1992 17.4 (Summary),TRUE,Gunflint2090CARB9.4-34.7,1,TRUE,,,,
Gunflint Iron Formation ,Gunflint,2090,,CH,chert,chert,CH,TRUE,,-27.7,,7,BARG77.425,Strauss 1992 17.4 (Summary),TRUE,Gunflint2090CH-27.7,0,FALSE,,,,
Gunflint Iron Formation ,Gunflint,2090,,CH,chert,chert,CH,TRUE,,-30.7,,1,HOER62.190,Strauss 1992 17.4 (Summary),TRUE,Gunflint2090CH-30.7,1,TRUE,,,,
Gunflint Iron Formation ,Gunflint,2090,,CH,chert,chert,CH,TRUE,,-15.6,,1,JACK78.335,Strauss 1992 17.4 (Summary),TRUE,Gunflint2090CH-15.6,1,TRUE,,,,
Gunflint Iron Formation ,Gunflint,2090,,SH,shale,shale,SH,TRUE,,-27.1,,2,BARG77.425,Strauss 1992 17.4 (Summary),TRUE,Gunflint2090SH-27.1,0,FALSE,,,,
Gunflint Iron Formation ,Gunflint,2090,,CH,chert,chert,CH,TRUE,,-33.5,,,HAYE83..93,Strauss 1992 17.9 (Prev),FALSE,Gunflint2090CH-33.5,0,FALSE,,,,
Gunflint Iron Formation ,Gunflint,2090,,CH,chert,chert,CH,TRUE,,-32.8,,4,PPRG,Strauss 1992 17.10 (Summary),TRUE,Gunflint2090CH-32.8,0,FALSE,,,,
Gunflint Iron Formation ,Gunflint,2090,,CARB,carbonate,carbonate,CARB,TRUE,,-31.7,,1,PPRG,Strauss 1992 17.10 (Summary),TRUE,Gunflint2090CARB-31.7,0,FALSE,,,,
Gunflint Iron Formation ,Gunflint,2090,,CH,chert,chert,CH,TRUE,,-33.5,,1,HAYE83..93,Strauss 1992 17.10 (Summary),TRUE,Gunflint2090CH-33.5,1,TRUE,,,,
"Gunpowder Ck, McNamara Gp",Gunpowder Creek,1700,dol,,dol,dol,DOL,#N/A,,,-0.78,38,lindsay00,Krissansen-Totton 2015,FALSE,Gunpowder Creek1700DOL-0.78,0,FALSE,,,,
Hadash,Hadash,635,dol,,dol,dol,DOL,#N/A,,,-0.647502333,3,Fike et al. 2006,Krissansen-Totton 2015,FALSE,Hadash635DOL-0.647502333333333,0,FALSE,,,,
"Hamajin, Dengying",Hamajin,545,dol,,dol,dol,DOL,#N/A,,,1.172352941,17,Tahata et al. (2013),Krissansen-Totton 2015,FALSE,Hamajin545DOL1.17235294117647,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,550,,,#N/A,unknown,UND,#N/A,,,0.5,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K550UND0.5,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,540,,,#N/A,unknown,UND,#N/A,,-27.79,,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K540UND-27.79,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,540,,,#N/A,unknown,UND,#N/A,,,0.52,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K540UND0.52,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,530,,,#N/A,unknown,UND,#N/A,,-29.7,,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K530UND-29.7,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,530,,,#N/A,unknown,UND,#N/A,,,-0.89,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K530UND-0.89,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,525,,,#N/A,unknown,UND,#N/A,,,-0.96,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K525UND-0.96,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,520,,,#N/A,unknown,UND,#N/A,,,-0.6,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K520UND-0.6,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,515,,,#N/A,unknown,UND,#N/A,,-29.07,,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K515UND-29.07,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,515,,,#N/A,unknown,UND,#N/A,,,-0.16,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K515UND-0.16,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,510,,,#N/A,unknown,UND,#N/A,,,-0.12,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K510UND-0.12,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,505,,,#N/A,unknown,UND,#N/A,,,-0.27,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K505UND-0.27,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,500,,,#N/A,unknown,UND,#N/A,,,-1.34,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K500UND-1.34,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,495,,,#N/A,unknown,UND,#N/A,,-29.4,,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K495UND-29.4,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,495,,,#N/A,unknown,UND,#N/A,,,-1.11,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K495UND-1.11,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,490,,,#N/A,unknown,UND,#N/A,,,-1.24,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K490UND-1.24,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,485,,,#N/A,unknown,UND,#N/A,,,-1.24,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K485UND-1.24,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,480,,,#N/A,unknown,UND,#N/A,,,-1.28,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K480UND-1.28,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,475,,,#N/A,unknown,UND,#N/A,,-28.48,,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K475UND-28.48,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,475,,,#N/A,unknown,UND,#N/A,,,-1.11,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K475UND-1.11,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,470,,,#N/A,unknown,UND,#N/A,,,-1.07,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K470UND-1.07,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,465,,,#N/A,unknown,UND,#N/A,,,-0.8,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K465UND-0.8,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,460,,,#N/A,unknown,UND,#N/A,,,-0.2,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K460UND-0.2,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,455,,,#N/A,unknown,UND,#N/A,,-30.86,,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K455UND-30.86,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,455,,,#N/A,unknown,UND,#N/A,,,-0.13,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K455UND-0.13,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,450,,,#N/A,unknown,UND,#N/A,,,0.23,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K450UND0.23,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,445,,,#N/A,unknown,UND,#N/A,,-28.73,,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K445UND-28.73,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,445,,,#N/A,unknown,UND,#N/A,,,1.2,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K445UND1.2,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,440,,,#N/A,unknown,UND,#N/A,,,1.66,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K440UND1.66,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,435,,,#N/A,unknown,UND,#N/A,,-30.03,,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K435UND-30.03,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,435,,,#N/A,unknown,UND,#N/A,,,1.57,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K435UND1.57,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,430,,,#N/A,unknown,UND,#N/A,,,1.65,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K430UND1.65,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,425,,,#N/A,unknown,UND,#N/A,,-27.63,,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K425UND-27.63,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,425,,,#N/A,unknown,UND,#N/A,,,1.51,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K425UND1.51,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,420,,,#N/A,unknown,UND,#N/A,,,2,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K420UND2,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,415,,,#N/A,unknown,UND,#N/A,,-25.87,,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K415UND-25.87,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,415,,,#N/A,unknown,UND,#N/A,,,2.2,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K415UND2.2,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,410,,,#N/A,unknown,UND,#N/A,,,2.59,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K410UND2.59,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,405,,,#N/A,unknown,UND,#N/A,,,3.01,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K405UND3.01,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,400,,,#N/A,unknown,UND,#N/A,,,1.66,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K400UND1.66,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,395,,,#N/A,unknown,UND,#N/A,,-26.8,,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K395UND-26.8,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,395,,,#N/A,unknown,UND,#N/A,,,0.91,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K395UND0.91,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,390,,,#N/A,unknown,UND,#N/A,,,0.89,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K390UND0.89,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,385,,,#N/A,unknown,UND,#N/A,,-28.23,,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K385UND-28.23,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,385,,,#N/A,unknown,UND,#N/A,,,0.73,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K385UND0.73,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,380,,,#N/A,unknown,UND,#N/A,,,0.65,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K380UND0.65,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,375,,,#N/A,unknown,UND,#N/A,,-28.91,,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K375UND-28.91,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,375,,,#N/A,unknown,UND,#N/A,,,0.89,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K375UND0.89,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,370,,,#N/A,unknown,UND,#N/A,,,0.89,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K370UND0.89,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,365,,,#N/A,unknown,UND,#N/A,,-28.45,,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K365UND-28.45,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,365,,,#N/A,unknown,UND,#N/A,,,1.32,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K365UND1.32,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,360,,,#N/A,unknown,UND,#N/A,,,2.12,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K360UND2.12,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,355,,,#N/A,unknown,UND,#N/A,,-29.08,,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K355UND-29.08,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,355,,,#N/A,unknown,UND,#N/A,,,2.76,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K355UND2.76,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,350,,,#N/A,unknown,UND,#N/A,,,3,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K350UND3,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,345,,,#N/A,unknown,UND,#N/A,,-27.73,,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K345UND-27.73,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,345,,,#N/A,unknown,UND,#N/A,,,2.97,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K345UND2.97,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,340,,,#N/A,unknown,UND,#N/A,,,2.59,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K340UND2.59,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,335,,,#N/A,unknown,UND,#N/A,,,2.58,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K335UND2.58,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,330,,,#N/A,unknown,UND,#N/A,,,2.71,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K330UND2.71,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,325,,,#N/A,unknown,UND,#N/A,,,3.08,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K325UND3.08,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,320,,,#N/A,unknown,UND,#N/A,,,4.03,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K320UND4.03,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,315,,,#N/A,unknown,UND,#N/A,,,4.36,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K315UND4.36,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,310,,,#N/A,unknown,UND,#N/A,,,4.52,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K310UND4.52,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,305,,,#N/A,unknown,UND,#N/A,,-26.67,,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K305UND-26.67,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,305,,,#N/A,unknown,UND,#N/A,,,4.17,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K305UND4.17,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,300,,,#N/A,unknown,UND,#N/A,,,3.99,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K300UND3.99,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,295,,,#N/A,unknown,UND,#N/A,,,3.91,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K295UND3.91,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,290,,,#N/A,unknown,UND,#N/A,,,3.78,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K290UND3.78,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,285,,,#N/A,unknown,UND,#N/A,,,3.82,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K285UND3.82,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,280,,,#N/A,unknown,UND,#N/A,,,4.04,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K280UND4.04,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,275,,,#N/A,unknown,UND,#N/A,,,3.33,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K275UND3.33,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,270,,,#N/A,unknown,UND,#N/A,,,2.87,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K270UND2.87,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,265,,,#N/A,unknown,UND,#N/A,,-28.97,,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K265UND-28.97,0,FALSE,,,,
HAYES 1999 Jurassic-Cambrian,HAYES 1999 J-K,265,,,#N/A,unknown,UND,#N/A,,,3.61,,Hayes et al. (1999) Chem. Geo.,Krissansen-Totton 2015,FALSE,HAYES 1999 J-K265UND3.61,0,FALSE,,,,
