Eon,Formation,Age (Ma),Lithology,TOC (mg/g),?C org ( ‰) PDB,?C carb ( ‰) PDB',Reference Code
Early Cambrian,Petstrostvet Formation ,540,DOL,,,-1.9,MAGA86.258
,Petstrostvet Formation ,540,DOL,,,-1.4,MAGA86.258
,Petstrostvet Formation ,540,DOL,,,-1.7,MAGA86.258
,Petstrostvet Formation ,540,DOL,,,-1.2,MAGA86.258
,Petstrostvet Formation ,540,DOL,,,-1.4,MAGA86.258
,Petstrostvet Formation ,540,DOL,,,-1.1,MAGA86.258
,Petstrostvet Formation ,540,DOL,,,-1.1,MAGA86.258
,Petstrostvet Formation ,540,DOL,,,-1,MAGA86.258
,Petstrostvet Formation ,540,DOL,,,0.1,MAGA86.258
,Petstrostvet Formation ,540,DOL,,,0.2,MAGA86.258
,Petstrostvet Formation ,540,DOL,,,0.2,MAGA86.258
,Petstrostvet Formation ,540,DOL,,,0.1,MAGA86.258
,Petstrostvet Formation ,540,DOL,,,-0.6,MAGA86.258
,Petstrostvet Formation ,540,DOL,,,-0.2,MAGA86.258
,Petstrostvet Formation ,540,DOL,,,-0.2,MAGA86.258
,Petstrostvet Formation ,540,DOL,,,0.6,MAGA86.258
,Petstrostvet Formation ,540,DOL,,,0.8,MAGA86.258
,Petstrostvet Formation ,540,DOL,,,1.4,MAGA86.258
,Petstrostvet Formation ,540,DOL,,,1.3,MAGA86.258
,Petstrostvet Formation ,540,DOL,,,0.9,MAGA86.258
,Petstrostvet Formation ,540,DOL,,,0.7,MAGA86.258
,Petstrostvet Formation ,540,DOL,,,0.5,MAGA86.258
,Petstrostvet Formation ,540,DOL,,,0.1,MAGA86.258
,Petstrostvet Formation ,540,DOL,,,-0.3,MAGA86.258
,Petstrostvet Formation ,540,DOL,,,-0.9,MAGA86.258
,Petstrostvet Formation ,540,DOL,,,-1.3,MAGA86.258
,Petstrostvet Formation ,540,DOL,,,-0.9,MAGA86.258
,Petstrostvet Formation ,540,DOL,,,-0.6,MAGA86.258
,Petstrostvet Formation ,540,DOL,,,-1.2,MAGA86.258
,Petstrostvet Formation ,540,DOL,,,0.1,MAGA86.258
,Tokammane Formation ,540,SH,0.6,-28.6,,KNOL86.832
,Tokammane Formation ,540,DOL,,,-0.2,KNOL86.832
,Tokammane Formation ,540,DOL,,,-1.8,KNOL86.832
,Tokammane Formation ,540,DOL,,,0.4,KNOL86.832
,Tokammane Formation ,540,SH,,,1.1,KNOL86.832
Late Proterozoic 550 to 600,Kirtonryggen Formation ,550,LS,,,-0.4,KNOL86.832
,Kirtonryggen Formation ,550,LS,,,-0.4,KNOL86.832
,Serie Schisto Calcaire Formation ,550,SH,,,-0.3,TUCK86..48
,Serie Schisto Calcaire Formation ,550,SH,,,0.2,TUCK86..48
,Serie Schisto Calcaire Formation ,550,SH,,,-0.3,TUCK86..48
,Serie Schisto Calcaire Formation ,550,SH,,,-0.4,TUCK86..48
,Serie Schisto Calcaire Formation ,550,SH,,,-0.1,TUCK86..48
,Serie Schisto Calcaire Formation ,550,SH,,,-0.4,TUCK86..48
,Serie Schisto Calcaire Formation ,550,SH,,,0.1,TUCK86..48
,Serie Schisto Calcaire Formation ,550,SH,,,-0.4,TUCK86..48
,Transition Beds ,555,LS,,,-0.2,TUCK86..48
,Transition Beds ,555,LS,,,0.1,TUCK.86..48
,Transition Beds ,555,LS,,,-0.3,TUCK86..48
,Transition Beds ,555,LS,,,-0.2,TUCK86..48
,Transition Beds ,555,LS,,,0.7,TUCK86..48
,Transition Beds ,555,LS,,,-0.6,TUCK86..48
,Transition Beds ,555,LS,,,0.8,TUCK86..48
,Transition Beds ,555,LS,,,-0.1,TUCK86..48
,Transition Beds ,555,LS,,,0.3,TUCK86..48
,Calcaire Supeneur Formation ,560,LS,,,-0.4,TUCK86..48
,Calcaire Supeneur Formation ,560,LS,,,-1.6,TUCK86..48
,Calcaire Supeneur Formation ,560,LS,,,2.5,TUCK86..48
,Calcaire Supeneur Formation ,560,LS,,,1.8,TUCK86..48
,Calcaire Supeneur Formation ,560,LS,,,2.4,TUCK86..48
,Calcaire Supeneur Formation ,560,LS,,,2.9,TUCK86..48
,Calcaire Supeneur Formation ,560,LS,,,2.5,TUCK86..48
,Calcaire Supeneur Formation ,560,LS,,,2.5,TUCK86..48
,Calcaire Supeneur Formation ,560,LS,,,1.7,TUCK86..48
,Calcaire Supeneur Formation ,560,LS,,,-0.3,TUCK86..48
,Cambrian ,560,LS,,,-2.1,LAMB87.14O
,Cambrian ,560,LS,,,-1.1,LAMB87.140
,"Schwarzrand ""Series"" ",560,LS,,,-1.4,SCHI75...1
,"Schwarzrand ""Series"" ",560,DOL,,,-3.8,SCHI75...1
,"Schwarzrand ""Series"" ",560,LS,,,-2.9,SCHI75...1
,"Schwarzrand ""Series"" ",560,DOL,,,-3.1,SCHI75...1
,"Schwarzrand ""Series"" ",560,LS,,,-4,SCHI75...1
,"Schwarzrand ""Series"" ",560,LS,,,-2.8,SCHI75...1
,"Schwarzrand ""Series"" ",560,DOL,,,-3.7,SCHI75...1
,"Schwarzrand ""Series"" ",560,LS,,,-6.7,SCHI75...1
,"Schwarzrand ""Series"" ",560,DOL,,,1,SCHI75...1
,"Schwarzrand ""Series"" ",560,LS,,,-0.6,SCHI75...1
,"Schwarzrand ""Series"" ",560,LS,,,-0.6,SCHI75...1
,"Schwarzrand ""Series"" ",560,LS,,,-0.2,SCHI75...1
,Tal Formation ,560,SH,7.4,-33,,BANE86.239
,Tal Formation ,560,SH,3.5,-33.6,,BANE86.239
,Tal Formation ,560,SH,8.1,-33.9,,BANE86.239
,Tal Formation ,560,SH,9.2,-34.4,,BANE86.239
,Tal Formation ,560,SH,21.9,-33.6,,BANE86.239
,Tal Formation ,560,SH,3.9,-31.4,,BANE86.239
,Tal Formation ,560,SH,20.1,-32.9,,BANE86.239
,Tal Formation ,560,SH,8.9,-32.2,,BANE86.239
,Tal Formation ,560,SH,10.1,-34.5,,BANE86.239
,Tal Formation ,560,DOL,,,0.7,AHAR87.699
,Tal Formation ,560,DOL,,,0.3,AHAR87.699
,Serie Lie de Vin Formation ,565,LS,,,-3,TUCK86..48
,Serie Lie de Vin Formation ,565,LS,,,-3,TUCK86..48
,Serie Lie de Vin Formation ,565,LS,,,-4,TUCK86..48
,Serie Lie de Vin Formation ,565,LS,,,-4.9,TUCK86..48
,Serie Lie de Vin Formation ,565,LS,,,-1.1,TUCK86..48
,Serie Lie de Vin Formation ,565,LS,,,-1.7,TUCK86..48
,Serie Lie de Vin Formation ,565,LS,,,-1.3,TUCK86..48
,Serie Lie de Vin Formation ,565,LS,,,-1.2,TUCK86..48
,Serie Lie de Vin Formation ,565,LS,,,-1.8,TUCK86..48
,Serie Lie de Vin Formation ,565,LS,,,-0.4,TUCK86..48
,Serie Lie de Vin Formation ,565,LS,,,-2.9,TUCK86..48
,Serie Lie de Vin Formation ,565,LS,,,-2.9,TUCK86..48
,Serie Lie de Vin Formation ,565,LS,,,-2.4,TUCK86..48
,Serie Lie de Vin Formation ,565,LS,,,-4.3,TUCK86..48
,Dengying Formation ,570,DOL,,-26,,LAMB87.140
,Dengying Formation ,570,DOL,,-31.7,,LAMB87.140
,Dengying Formation ,570,DOL,,,1.4,LAMB87.140
,Dengying Formation ,570,DOL,,,0.8,LAMB87.140
,Dengying Formation ,570,DOL,,,3.2,LAMB87.140
,Dengying Formation ,570,DOL,,,2.3,LAMB87.140
,Dengying Formation ,570,DOL,,,2.8,LAMB87.14O
,Dengying Formation ,570,DOL,,,2.8,LAMB87.140
,Dengying Formation ,570,DOL,,,0.8,LAMB87.140
,Dengying Formation ,570,DOL,,,2.8,LAMB87.140
,Dengying Formation ,570,DOL,,,1.6,LAMB87.140
,Dengying Formation ,570,DOL,,,1.6,LAMB87.140
,Dengying Formation ,570,DOL,,,3.9,LAMB87.140
,Dengying Formation ,570,DOL,,,0.9,LAMB87.140
,Dengying Formation ,570,DOL,,,2.4,LAMB87.140
,Dengying Formation ,570,DOL,,,6.3,LAMB87.140
,Dengying Formation ,570,DOL,,,4.1,LAMB87.140
,Krol E Formation ,570,DOL,,,2,AHAR87.699
,Krol E Formation ,570,DOL,,,4.2,AHAR87.699
,Krol E Formation ,570,DOL,,,2.8,AHAR87.699
,PC/C Boundary Beds ,570,LS,,,-0.5,LAMB87.140
,Dolomie Inferieur Formation ,580,DOL,,,-2.1,TUCK86..48
,Dolomie Inferieur Formation ,580,DOL,,,-1.7,TUCK86..48
,Dolomie Inferieur Formation ,580,DOL,,,-1,TUCK86..48
,Dolomie Inferieur Formation ,580,DOL,,,0.1,TUCK86..48
,Dolomie Inferieur Formation ,580,DOL,,,1.3,TUCK86..48
,Dolomie Inferieur Formation ,580,DOL,,,4.4,TUCK86..48
,Dolomie Inferieur Formation ,580,DOL,,,5,TUCK86..48
,Dolomie Inferieur Formation ,580,DOL,,,6.8,TUCK86..48
,Dolomie Inferieur Formation ,580,DOL,,,-1.5,TUCK86..48
,Dolomie Inferieur Formation ,580,DOL,,,-1.7,TUCK86..48
,Dracoisen Formation ,580,SH,2.5,-25.6,,KNOL86.832
,Dracoisen Formation ,580,SH,2.2,-25.5,,KNOL86.832
,Dracoisen Formation ,580,SH,13,-32.2,,KNOL86.832
,Dracoisen Formation ,580,SH,9.7,-34,,KNOL86.832
,Dracoisen Formation ,580,SH,1.5,-33.3,,KNOL86.832
,Dracoisen Formation ,580,DOL,,,10,KNOL86.832
,Dracoisen Formation ,580,SH,,,-3.9,KNOL86.832
,Dracoisen Formation ,580,LS,,,-3.5,FAIR87.973
,Dracoisen Formation ,580,LS,,,-3.1,FAIR87.973
,Dracoisen Formation ,580,LS,,,-2.9,FAIR87.973
,Dracoisen Formation ,580,LS,,,10,FAIR87.973
,Dracoisen Formation ,580,LS,,,10.9,FAIR87.973
,Dracoisen Formation ,580,LS,,,10.1,FAIR87.973
,Dracoisen Formation ,580,LS,,,5.1,FAIR87.973
,Dracoisen Formation ,580,LS,,,4.4,FAIR87.973
,Dracoisen Formation ,580,LS,,,10.2,FAIR87.973
,Dracoisen Formation ,580,LS,,,2.3,FAIR87.973
,Dracoisen Formation ,580,LS,,,2.4,FAIR87.973
,Krol D Formation ,580,DOL,,,3.5,AHAR87.699
,Krol D Formation ,580,DOL,,,4.7,AHAR87.699
,Krol D Formation ,580,DOL,,,6,AHAR87.699
,Krol D Formation ,580,DOL,,,3.5,AHAR87.699
,Krol D Formation ,580,DOL,,,3.2,AHAR87.699
,Krol D Formation ,580,DOL,,,3.2,AHAR87.699
,Krol D Formation ,580,DOL,,,-1.2,AHAR87.699
,Krol D Formation ,580,DOL,,,2.9,AHAR87.699
,Krol D Formation ,580,DOL,,,1.6,AHAR87.699
,Krol D Formation ,580,DOL,,,3.4,AHAR87.699
,Krol D Formation ,580,DOL,,,0.8,AHAR87.699
,Krol C Formation ,590,DOL,,,0.9,AHAR87.699
,Krol C Formation ,590,DOL,,,3.4,AHAR87.699
,Krol C Formation ,590,DOL,,,3.2,AHAR87.699
,Krol C Formation ,590,DOL,,,3.2,AHAR87.699
,Krol C Formation ,590,DOL,,,1.1,AHAR87.699
,Krol C Formation ,590,DOL,,,0.6,AHAR87.699
,Krol C Formation ,590,DOL,,,1.4,AHAR87.699
,Krol C Formation ,590,LS,,,0.9,AHAR87.699
,Krol C Formation ,590,LS,,,2.3,AHAR87.699
600 to 700 Ma,Huqf Formation ,600,OIL,,-36,,GRAN87..61
,Krol Formation ,600,CARB,3,-27.7,,BANE86.239
,Krol Formation ,600,CARB,3.1,-28.3,,BANE86.239
,Kuibis Formation ,600,LS,,-10.9,,EICH75.585
,Kuibis Formation ,600,DOL,,-11.6,,EICH75.585
,Kuibis Formation ,600,LS,,-26.2,,JACK78.335
,Kuibis Formation ,600,LS,,,4.8,SCHI75...1
,Kuibis Formation ,600,LS,,,3.1,SCHI75...1
,Kuibis Formation ,600,LS,,,1.5,SCHI75...1
,Kuibis Formation ,600,LS,,,1.4,SCHI75...1
,Kuibis Formation ,600,LS,,,1.8,SCHI75...1
,Kuibis Formation ,600,LS,,,2,SCHI75...1
,Kuibis Formation ,600,LS,,,1.7,SCHI75...1
,Kuibis Formation ,600,DOL,,,-1.9,SCHI75...1
,Kuibis Formation ,600,DOL,,,-2.6,SCHI75...1
,Kuibis Formation ,600,LS,,,4.8,EICH75.585
,Kuibis Formation ,600,DOL,,,1,EICH75.585
,Yudoma Formation ,600,DOL,,,0.6,MAGA86.258
,Yudoma Formation ,600,DOL,,,0.8,MAGA86.258
,Yudoma Formation ,600,DOL,,,1,MAGA86.258
,Yudoma Formation ,600,DOL,,,2.6,MAGA86.258
,Yudoma Formation ,600,DOL,,,2.7,MAGA86.258
,Yudoma Formation ,600,DOL,,,2.8,MAGA86.258
,Yudoma Formation ,600,DOL,,,3.4,MAGA86.258
,Yudoma Formation ,600,DOL,,,1.1,MAGA86.258
,Yudoma Formation ,600,DOL,,,0.6,MAGA86.258
,Yudoma Formation ,600,DOL,,,-0.1,MAGA86.258
,Yudoma Formation ,600,DOL,,,-0.3,MAGA86.258
,Yudoma Formation ,600,DOL,,,0.3,MAGA86.258
,Yudoma Formation ,600,DOL,,,0.8,MAGA86.258
,Yudoma Formation ,600,DOL,,,1.4,MAGA86.258
,Yudoma Formation ,600,DOL,,,0.3,MAGA86.258
,Yudoma Formation ,600,DOL,,,0.8,MAGA86.258
,Yudoma Formation ,600,DOL,,,-0.8,MAGA86.258
,Yudoma Formation ,600,DOL,,,-0.9,MAGA86.258
,Yudoma Formation ,600,DOL,,,-1.7,MAGA86.258
,Yudoma Formation ,600,DOL,,,-0.8,MAGA86.258
,Yudoma Formation ,600,DOL,,,-0.2,MAGA86.258
,Yudoma Formation ,600,DOL,,,-1.5,MAGA86.258
,Yudoma Formation ,600,DOL,,,-1.5,MAGA86.258
,Yudoma Formation ,600,DOL,,,-1,MAGA86.258
,Yudoma Formation ,600,DOL,,,-2,MAGA86.258
,Yudoma Formation ,600,DOL,,,-1.3,MAGA86.258
,Yudoma Formation ,600,DOL,,,-3,MAGA86.258
,Yudoma Formation ,600,DOL,,,-3.5,MAGA86.258
,Yudoma Formation ,600,DOL,,,-4.6,MAGA86.258
,Yudoma Formation ,600,DOL,,,-3.5,MAGA86.258
,Yudoma Formation ,600,DOL,,,-4.4,MAGA86.258
,Yudoma Formation ,600,DOL,,,-4.6,MAGA86.258
,Pertatataka Formation ,610,DOL,,,4.8,VEIZ761387
,Pertatataka Formation ,610,DOL,,,5.5,VEIZ761387
,Canyon Formation ,630,DOL,1.6,-30.7,,KNOL86.832
,Canyon Formation ,630,SH,2.5,-20.1,,KNOL86.832
,Canyon Formation ,630,DOL,,,-2.4,KNOL86.832
,Canyon Formation ,630,SH,,,-3,KNOL86.832
,Spiral Creek Formation ,630,DOL,3,-27.1,,KNOL86.832
,Spiral Creek Formation ,630,DOL,0.6,-29.6,,KNOL86.832
,Spiral Creek Formation ,630,DOL,,,-4,KNOL86.832
,Spiral Creek Formation ,630,DOL,,,-1.1,KNOL86.832
,Tillite Formation ,630,SH,1.1,-29.6,,KNOL86.832
,Tillite Formation ,630,SH,1.2,-29.3,,KNOL86.832
,Tillite Formation ,630,CARB,1.7,-25.5,,KNOL86.832
,Tillite Formation ,630,SH,,,0.5,KNOL86.832
,Tillite Formation ,630,CARB,,,2.8,KNOL86.832
,Egan Formation ,640,DOL,,,-0.5,WILL79.377
,Brachina Formation ,650,SH,,-27.9,,MCKI74.591
,Brachina Formation ,650,SH,,-18.8,,MCKX74.591
,Brachina Formation ,650,SH,,-14.7,,MCK.I74.591
,Brachina Formation ,650,SH,,-23.8,,MCKI74.591
,Chichkan Formation ,650,CH,0.76,-27.9,,SCHO84.335
,Doushantou Formation ,650,SH,,-38.1,,LAMB87.140
,Doushantou Formation ,650,SH,,-28,,LAMB87.140
,Doushantou Formation ,650,SH,,-28,,LAMB87.140
,Doushantou Formation ,650,SH,,-24.5,,LAMB87.140
,Doushantou Formation ,650,SH,,-28.8,,LAMB87.140
,Doushantou Formation ,650,SH,,-29.5,,LAMB87.140
,Doushantou Formation ,650,SH,,-26.2,,LAMB87.14O
,Doushantou Formation ,650,SH,,-26.7,,LAMB87.140
,Doushantou Formation ,650,SH,,-27,,LAMB87.140
,Doushantou Formation ,650,SH,,-28.4,,LAMB87.140
,Doushantou Formation ,650,CARB,,,3,LAMB87.140
,Doushantou Formation ,650,CARB,,,-1.8,LAMB87.140
,Doushantou Formation ,650,CARB,,,4.1,LAMB87.140
,Doushantou Formation ,650,CARB,,,2.7,LAMB87.14O
,Doushantou Formation ,650,CARB,,,6.1,LAMB87.140
,Doushantou Formation ,650,CARB,,,-0.5,LAMB87.140
,Doushantou Formation ,650,CARB,,,6.6,LAMB87.140
,Doushantou Formation ,650,CARB,,,6.7,LAMB87.140
,Doushantou Formation ,650,CARB,,,6.8,LAMB87.140
,Doushantou Formation ,650,CARB,,,3.5,LAMB87.14O
,Doushantou Formation ,650,CARB,,,4.2,LAMB87.140
,Doushantou Formation ,650,CARB,,,7.1,LAMB87.140
,Doushantou Formation ,650,CARB,,,5.6,LAMB87.140
,Doushantou Formation ,650,CARB,,,3.1,LAMB87.140
,Doushantou Formation ,650,CARB,,,4.6,LAMB87.140
,Doushantou Formation ,650,CARB,,,3.7,LAMB87.140
,Etina Limestone ,650,LS,,,9.4,VEIZ761387
,Etina Limestone ,650,LS,,,9.5,VEIZ761387
,Malmesbury Formation ,650,LS,,-25.5,,EICH75.585
,Malmesbury Formation ,650,LS,,-27.7,,EICH75.585
,Malmesbury Formation ,650,LS,,-24.1,,EICH75.585
,Malmesbury Formation ,650,LS,,-25.6,,EICH75.585
,Malmesbury Formation ,650,LS,,-21.2,,EICH75.585
,Malmesbury Formation ,650,LS,,-25.3,,EICH75.585
,Malmesbury Formation ,650,LS,,-20.7,,EICH75.585
,Malmesbury Formation ,650,LS,,-18.5,,EICH75.585
,Malmesbury Formation ,650,LS,,-23.8,,EICH75.585
,Malmesbury Formation ,650,LS,,-27.2,,EICH75.585
,Malmesbury Formation ,650,LS,,,-0.9,SCHI75...1
,Malmesbury Formation ,650,LS,,,7,SCHI75...1
,Malmesbury Formation ,650,DOL,,,0.8,SCHI75...1
,Malmesbury Formation ,650,LS,,,2.6,SCHI75...1
,Malmesbury Formation ,650,LS,,,-3,SCHI75...1
,Malmesbury Formation ,650,LS,,,-0.4,SCHI75...1
,Malmesbury Formation ,650,LS,,,-0.9,SCHI75...1
,Malmesbury Formation ,650,DOL,,,-0.1,SCHI75...1
,Malmesbury Formation ,650,LS,,,8.5,SCHI75...1
,Malmesbury Formation ,650,LS,,,8.3,SCHI75...1
,Malmesbury Formation ,650,LS,,,0.8,SCHI75...1
,Malmesbury Formation ,650,LS,,,0.1,SCHI75...1
,Malmesbury Formation ,650,LS,,,0.3,SCHI75...1
,Malmesbury Formation ,650,LS,,,0.8,EICH75.585
,Malmesbury Formation ,650,LS,,,0.8,EICH75.585
,Nuccaleena Formation ,650,DOL,,,-2,VEIZ761387
,Nuccaleena Formation ,650,DOL,,,-3,WILL79.377
,Nuccaleena Formation ,650,DOL,,,-2,WILL79.377
,Trezona Formation ,650,LS,,,-7.7,VEIZ761387
,Trezona Formation ,650,LS,,,-7.5,VEIZ761387
,Trezona Formation ,650,LS,,,-7.4,VEIZ761387
,Walsh Tillite ,650,DOL,,,1,WILL79.377
,Walsh Tillite ,650,DOL,,,-2.5,WILL79.377
,Willochra Formation ,650,LS,,,3.3,VEIZ761387
,Wilsonbreen Formation ,650,CARB,0.8,-29.8,,KNOL86.832
,Wilsonbreen Formation ,650,CARB,,,4,KNOL86.832
,Wilsonbreen Formation ,650,LS,,,1.4,FAIR87.973
,Wilsonbreen Formation ,650,LS,,,2.7,FAIR87.973
,Wilsonbreen Formation ,650,LS,,,2.7,FAIR87.973
,Wilsonbreen Formation ,650,LS,,,4.4,FA1R87.973
,Wilsonbreen Formation ,650,LS,,,4.2,FAIR87.973
,Wilsonbreen Formation ,650,LS,,,-0.4,FAIR87.973
,Wilsonbreen Formation ,650,LS,,,4,FAIR87.973
,Wilsonbreen Formation ,650,LS,,,2.7,FAIR87.973
,Wilsonbreen Formation ,650,LS,,,-1.8,FAIR87.973
,Wilsonbreen Formation ,650,LS,,,1,FAIR87.973
,Wilsonbreen Formation ,650,LS,,,-1.3,FAIR87.973
,Wonokaan Formation ,650,LS,,,-7.2,VEIZ761387
,Cango Formation ,660,LS,,-20.8,,EICH75.585
,Cango Formation ,660,LS,,-21.6,,EICH75.585
,Cango Formation ,660,LS,,,-3,EICH75.585
,Cango Formation ,660,LS,,,-0.4,EICH75.585
,Barandium System ,670,SH,10.1,-36.9,,POUB86.225
,Barandium System ,670,SH,5.8,-35.5,,POUB86.225
,Barandium System ,670,SH,5,-33.3,,POUB86.225
,Barandium System ,670,SH,3.3,-33,,POUB86.225
,Barandium System ,670,SH,2.5,-32.6,,POUB86.225
,Barandium System ,670,SH,9.8,-32.2,,POUB86.225
,Barandium System ,670,SH,2.2,-31.2,,POUB86.225
,Barandium System ,670,SH,3.5,-30.5,,POUB86.225
,Barandium System ,670,SH,2.9,-30.7,,POUB86.225
,Barandium System ,670,SH,86.2,-35.9,,POUB86.225
,Barandium System ,670,SH,32,-32.8,,POUB86.225
,Barandium System ,670,SH,64,-32.2,,POUB86.225
,Barandium System ,670,SH,68,-31.8,,POUB86.225
,Bhima Group ,675,DOL,,,2.8,SATH87.147
,Bhima Group ,675,DOL,,,3.8,SATH87.147
,Umberatana Group ,675,LS,,,2.1,SCHI75...1
,Umberatana Group ,675,LS,,,6.1,SCHI75...1
,Umberatana Group ,675,DOL,,,1.6,SCHI75...1
,Bed 19 ,680,SH,2.9,-31,,KNOL86.832
,Bed 19 ,680,LS,5.1,-26.2,,KNOL86.832
,Bed 19 ,680,LS,5.9,-27.2,,KNOL86.832
,Bed 19 ,680,LS,5.1,-26.5,,KNOL86.832
,Bed 19 ,680,LS,4.1,-17,,KNOL86.832
,Bed 19 ,680,LS,2,-26.6,,KNOL86.832
,Bed 19 ,680,LS,5.7,-25.4,,KNOL86.832
,Bed 19 ,680,LS,,,3.2,KNOL86.832
,Bed 19 ,680,LS,,,2.9,KNOL86.832
,Bed 19 ,680,LS,,,3,KNOL86.832
,Bed 19 ,680,LS,,,6.6,KNOL86.832
,Bed 19 ,680,LS,,,5.5,KNOL86.832
,Bed 19 ,680,LS,,,7.2,KNOL86.832
,Bed 19/20 ,680,CARB,0.5,-30,,KNOL86.832
,Bed 19/20 ,680,CARB,1.2,-34.8,,KNOL86.832
,Bed 19/20 ,680,CARB,,,-4.2,KNOL86.832
,Bed 19/20 ,680,LS,,,-6.7,KNOL86.832
,Bed 19/20 ,680,CARB,,,-4.9,K.NOL86.832
,Blackaberget Formation ,680,SILT,1.7,-34.6,,KNOL86.832
,Blackaberget Formation ,680,SH,3.1,-31,,KNOL86.832
,Blackaberget Formation ,680,SH,7.4,-27.7,,KNOL86.832
,Blackaberget Formation ,680,SILT,4.9,-25,,KNOL86.832
,Blackaberget Formation ,680,SILT,5.6,-26,,KNOL86.832
,Blackaberget Formation ,680,SH,2.2,-31.6,,KNOL86.832
,Blackaberget Formation ,680,SILT,,,-7,KNOL86.832
,Blackaberget Formation ,680,SH,,,3.6,KNOL86.832
,Blackaberget Formation ,680,SILT,,,5.3,KNOL86.832
,Blackaberget Formation ,680,SILT,,,5.6,KNOL86.832
,Blackaberget Formation ,680,SH,,,2.7,KNOL86.832
,Datanpo Formatioil ,680,SH,,-33.5,,LAMB87.140
,Datanpo Formatioil ,680,SH,,-16.3,,LAMB87.140
,Datanpo Formatioil ,680,CARB,,,-4.6,LAMB87.140
,Klackberget Formation ,680,DOL,2,-12.5,,KNOL86.832
,Klackberget Formation ,680,SH,0.7,-23.1,,KNOL86.832
,Klackberget Formation ,680,DOL,,,9.8,KNOL86.832
,Klackberget Formation ,680,SH,,,-4.3,KNOL86.832
,Moonlight Valley Tillite ,680,DOL,,,-3.4,WILL79.377
,Moonlight Valley Tillite ,680,DOL,,,-3,WILL79.377
,Moonlight Valley Tillite ,680,DOL,,,-2.9,WILL79.377
,Moonlight Valley Tillite ,680,DOL,,,-2.9,WILL79.377
,Moonlight Valley Tillite ,680,DOL,,,-0.2,WILL79.377
,Moonlight Valley Tillite ,680,DOL,,,1.5,WILL79.377
,Moonlight Valley Tillite ,680,DOL,,,2.8,WILL79.377
,Elbobreen Formation ,690,SH,1.8,-28.7,,KNOL86.832
,Elbobreen Formation ,690,SH,5.8,-30,,KNOL86.832
,Elbobreen Formation ,690,DOL,,,3.7,KNOL86.832
,Elbobreen Formation ,690,SH,,,2.7,KNOL86.832
,Elbobreen Formation ,690,SH,,,2.1,KNOL86.832
,Elbobreen Formation ,690,LS,,,4.7,KNOL86.832
,Elbobreen Formation ,690,LS,,,5.7,FAIR87.973
,Elbobreen Formation ,690,LS,,,5.9,FAIR87.973
,Elbobreen Formation ,690,LS,,,5.8,FAIR87.973
,Elbobreen Formation ,690,LS,,,6,FAIR87.973
,Elbobreen Formation ,690,LS,,,6,FAIR87.973
,Elbobreen Formation ,690,LS,,,6.6,FAIR87.973
,Elbobreen Formation ,690,LS,,,4.3,FAIR87.973
,Elbobreen Formation ,690,LS,,,6.1,FAIR87.973
,Elbobreen Formation ,690,LS,,,5.1,FAIR87.973
,Elbobreen Formation ,690,LS,,,5.5,FAIR87.973
,Elbobreen Formation ,690,LS,,,3,FAIR87.973
,Elbobreen Formation ,690,LS,,,2.9,FAIR87.973
,Elbobreen Formation ,690,LS,,,1,FAIR87.973
,Elbobreen Formation ,690,LS,,,2.7,FAIR87.973
,Elbobreen Formation ,690,LS,,,4.4,FAIR87.973
,Elbobreen Formation ,690,LS,,,4,FAIR87.973
,Elbobreen Formation ,690,LS,,,3.7,FAIR87.973
,Elbobreen Formation ,690,LS,,,0.8,FAIR87.973
,Elbobreen Formation ,690,LS,,,4.1,FAIR87.973
,Elbobreen Formation ,690,LS,,,3.8,FAIR87.973
,Elbobreen Formation ,690,LS,,,1.4,FAIR87.973
,Elbobreen Formation ,690,LS,,,3.6,FAIR87.973
,Elbobreen Formation ,690,LS,,,3.6,FAIR87.973
,Elbobreen Formation ,690,LS,,,3.4,FAIR87.973
700 to 800 Ma,Backlundtoppen Formation ,700,CARB,0.4,-23.5,,KNOL86.832
,Backlundtoppen Formation ,700,DOL,0.1,-24.1,,KNOL86.832
,Backlundtoppen Formation ,700,DOL,0.9,-26.9,,KNOL86.832
,Backlundtoppen Formation ,700,SH,3.6,-25,,KNOL86.832
,Backlundtoppen Formation ,700,LS,,,3.9,KNOL86.832
,Backlundtoppen Formation ,700,LS,,,5.7,KNOL86.832
,Backlundtoppen Formation ,700,DOL,,,5,KNOL86.832
,Backlundtoppen Formation ,700,CARB,,,6.6,KNOL86.832
,Backlundtoppen Formation ,700,DOL,,,7.8,KNOL86.832
,Backlundtoppen Formation ,700,DOL,,,3.4,KNOL86.832
,Backlundtoppen Formation ,700,DOL,,,5.5,KNOL86.832
,Backlundtoppen Formation ,700,DOL,,,5.3,KNOL86.832
,Backlundtoppen Formation ,700,LS,,,6.5,FAIR87.973
,Backlundtoppen Formation ,700,LS,,,7.2,FAIR87.973
,Backlundtoppen Formation ,700,LS,,,6,FAIR87.973
,Bed 17 ,700,DOL,0.2,-23.1,,KNOL86.832
,Bed 17 ,700,DOL,,,11,KNOL86.832
,Bed 17 ,700,LS,,,7.3,KNOL86.832
,Bed 18 ,700,DOL,0.4,-24.8,,KNOL86.832
,Bed 18 ,700,DOL,1.1,-33.1,,KNOL86.832
,Bed 18 ,700,LS,0.9,-23.9,,KNOL86.832
,Bed 18 ,700,LS,1.6,-23.9,,KNOL86.832
